race_key,trifecta_odds,true_order_rank,pl_top1_prob,pl_top2_prob,pl_gap,pl_top1,score_entropy,score_var,venue,air_temp,water_temp,wind_speed,wave_height,wind_dir_deg,condition,bin,top_n,roi_bin,n_races_bin,hit_rate_bin,avg_odds_on_hits_bin
2025-01-01-02-若 松,84.8,121,0.16514816651201253,0.11781211654731533,0.0473360499646972,3-2-1,1.0646450533009912,1.467468344658317,若 松,,,2.0,0.02,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-01-04-若 松,15.4,20,0.18692718836034738,0.1299999345582422,0.0569272538021052,4-5-2,1.0664612041501211,1.9448466776449198,若 松,,,2.0,0.02,315.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-01-05-若 松,2.6,5,0.17360894618678027,0.11273905679027842,0.060869889396501856,1-2-4,1.0784540113934977,1.6364102908436686,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-01-07-若 松,4.8,11,0.15980097095418452,0.11573552261754162,0.0440654483366429,1-3-2,1.3031766143815537,1.6153941206683893,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-01-08-若 松,3.6,5,0.1697277793070721,0.12189951226046035,0.047828267046611764,1-3-2,1.192995245726818,1.4344239211753427,若 松,,,1.0,0.01,315.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-01-11-若 松,30.6,115,0.15157002733119265,0.12588956895963646,0.025680458371556192,1-3-6,1.136988809803634,1.5957049475868523,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-01-12-若 松,27.8,130,0.12000121330613124,0.10724088038942359,0.012760332916707653,1-4-2,1.1820937068961923,1.1878076028940436,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-02-02-若 松,13.8,6,0.11937286198774996,0.08763096284068966,0.0317418991470603,5-1-2,1.2563119275085017,1.2695624674456105,若 松,,,2.0,0.02,315.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-02-04-若 松,11.3,1,0.12685541879567416,0.11096129861325603,0.015894120182418134,1-6-3,1.366391662711376,1.6145854480705681,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-02-05-若 松,20.7,32,0.15562823160256087,0.12590825044950515,0.029719981153055713,1-4-2,1.2671147999154535,1.5162890343743394,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-02-06-若 松,20.9,95,0.14479460364797295,0.1113443100269016,0.03345029362107135,1-3-4,1.2917664891580658,1.6175705707361718,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-02-10-若 松,11.0,31,0.14137168444026005,0.10369059519562321,0.03768108924463684,1-4-5,1.2538884565907789,1.4417108362644244,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-03-01-若 松,34.4,140,0.15279526608910146,0.12378295330905714,0.02901231278004432,2-1-4,1.1461366540732498,1.5070190754264878,若 松,,,3.0,0.03,45.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-03-04-若 松,16.8,13,0.13601350751109906,0.114235898552349,0.021777608958750055,3-1-4,1.330595984550419,1.469799105440902,若 松,,,3.0,0.03,45.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-03-10-若 松,126.9,466,0.13469812667586772,0.116756960701363,0.017941165974504722,1-4-3,1.2894597418715787,1.2343049769438414,若 松,,,2.0,0.02,45.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-03-12-若 松,112.9,46,0.12644051591934385,0.0836415206012574,0.04279899531808645,2-1-3,1.23152087083371,1.3501880236508492,若 松,,,2.0,0.02,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-04-04-若 松,117.0,231,0.12091666155234289,0.10717231908469052,0.013744342467652368,4-2-1,1.2257972203902892,1.0381902099122995,若 松,,,2.0,0.02,315.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-04-09-若 松,76.1,388,0.15739968439160845,0.13731850531269824,0.020081179078910216,1-3-2,1.299970258833968,1.4164924458430292,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-04-12-若 松,48.1,66,0.1546288748103127,0.11961526462722774,0.035013610183084964,1-3-2,1.2640202191768324,1.5556325842493532,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-05-01-若 松,361.7,227,0.122433533975227,0.09074133093275011,0.031692203042476885,1-2-3,1.2681685145855768,1.2376225417309838,若 松,,,2.0,0.02,315.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-05-04-若 松,19.7,12,0.11736785500519155,0.09432683682573947,0.023041018179452075,4-6-1,1.3948873670519621,1.3875890687577812,若 松,,,3.0,0.03,45.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-05-05-若 松,13.9,51,0.12053453963023156,0.10477252205817117,0.01576201757206039,2-1-3,1.3931629265881127,1.380791750147284,若 松,,,2.0,0.02,45.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-05-06-若 松,101.7,43,0.14269879057231363,0.11864221525266498,0.02405657531964865,1-4-3,1.266369353861455,1.249416957016915,若 松,,,3.0,0.03,45.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-05-07-若 松,30.4,158,0.12389826126811515,0.0935959276681631,0.030302333599952047,1-3-4,1.2947354480805304,1.3972598338287563,若 松,,,3.0,0.03,45.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-05-10-若 松,119.9,40,0.1245509813206936,0.12075756857692384,0.003793412743769764,1-2-3,1.2285580534938851,1.3768102496873065,若 松,,,3.0,0.03,45.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-13-05-若 松,4.5,13,0.1359423751298119,0.12858711515748816,0.007355259972323724,1-4-2,1.304855607812999,1.2951456952073033,若 松,,,5.0,0.05,270.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-14-04-若 松,63.2,572,0.131320419173772,0.1120706805596327,0.019249738614139297,2-3-6,1.266549850221074,1.7637819513605886,若 松,,,3.0,0.03,225.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-15-01-若 松,8.6,2,0.12601377845138537,0.09628891295664956,0.02972486549473581,1-4-3,1.2369443583803237,1.0916823073176023,若 松,,,3.0,0.03,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-15-08-若 松,355.9,427,0.14036353507912716,0.13111910434606902,0.00924443073305814,2-3-1,1.3328200791231364,1.390168778651385,若 松,,,2.0,0.02,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-15-09-若 松,68.5,40,0.13793249044016961,0.11591028861459786,0.022022201825571755,1-2-5,1.280904524427478,1.2518370020433813,若 松,,,2.0,0.02,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-15-11-若 松,8.9,13,0.13148124060497465,0.08195764340982412,0.04952359719515054,1-3-2,1.1697243370448398,1.2192260080508177,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-15-12-若 松,10.9,32,0.13698789194254063,0.08020499608616867,0.05678289585637196,1-4-3,1.2400186753704245,1.3755674439448675,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-16-10-若 松,9.9,3,0.13916916949222904,0.09908288495635603,0.04008628453587301,1-3-4,1.315537929410176,1.2872616273205535,若 松,,,3.0,0.03,270.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-17-01-若 松,16.5,15,0.12684968043381945,0.10100812051205509,0.02584155992176436,3-1-2,1.3064227284268666,1.125488135640053,若 松,,,1.0,0.01,315.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-17-03-若 松,60.5,46,0.13875152956907158,0.13437762796512498,0.0043739016039466005,2-4-6,1.169005295516413,1.616148574204723,若 松,,,2.0,0.02,315.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-17-05-若 松,100.6,23,0.12302762057214509,0.1112265744793932,0.011801046092751885,1-2-4,1.2405844505574923,1.3822025547838124,若 松,,,1.0,0.01,315.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-17-07-若 松,,24,0.20065186589188813,0.15849848943920034,0.042153376452687796,1-2-6,1.2318583329523578,2.6842869821587736,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-17-08-若 松,8.5,29,0.15545712027593211,0.10398920108567751,0.051467919190254605,1-4-2,1.2037864209897435,1.5680361620641161,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-17-09-若 松,6.8,35,0.12391924866044664,0.09985465164935899,0.02406459701108765,1-2-3,1.2868846694253904,1.608325242796429,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-17-10-若 松,14.0,33,0.14927288794288177,0.09727795047305969,0.051994937469822075,1-2-3,1.2613290962995336,1.3903166883662887,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-17-11-若 松,589.0,105,0.19046903035510065,0.12391244670998049,0.06655658364512017,1-3-2,1.2198874363274985,1.5889877326196364,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-18-05-若 松,6.3,3,0.13175128414732037,0.11735471921911808,0.014396564928202293,1-4-2,1.2116823860790402,1.3013942989244416,若 松,,,3.0,0.03,90.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-18-08-若 松,98.2,10,0.1581942996878789,0.14427547027355125,0.01391882941432765,2-1-3,1.2401013379522299,1.7341952513318055,若 松,,,3.0,0.03,90.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-18-10-若 松,30.9,9,0.1331349336266107,0.11163426899466244,0.021500664631948246,1-2-3,1.3552635476732409,1.4234441090369723,若 松,,,3.0,0.03,90.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-19-01-若 松,5.8,8,0.13267301747292068,0.11414435250511278,0.018528664967807904,1-4-2,1.2439191387551727,1.2904159557371755,若 松,,,2.0,0.02,45.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-19-02-若 松,8.7,1,0.141534754372538,0.10356458678248398,0.03797016759005403,1-2-3,1.2173298069832756,1.4739214509446381,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-19-07-若 松,19.6,24,0.11646340913018237,0.09388031846836654,0.022583090661815824,1-4-6,1.3023455098794943,2.005461880574139,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-19-11-若 松,66.5,34,0.12449512881522135,0.08709726088583367,0.03739786792938768,1-3-6,1.1984421826983114,1.2176708690917784,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-19-12-若 松,11.6,34,0.11902011081435859,0.09319613927312037,0.025823971541238222,1-2-3,1.374371202185312,1.7501928807405316,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-26-01-若 松,64.4,84,0.12251578543679609,0.10426391314002148,0.018251872296774607,3-1-2,1.3935261472609788,1.4549635860103074,若 松,,,4.0,0.04,90.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-26-02-若 松,41.9,22,0.1607485472696919,0.0973831064468789,0.063365440822813,2-3-4,1.2337573134266757,1.3193034642673476,若 松,,,3.0,0.03,90.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-26-03-若 松,27.2,11,0.13444375833719074,0.11782343682286955,0.01662032151432119,4-1-2,0.8509584460611618,1.6568399638021296,若 松,,,3.0,0.03,90.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-26-07-若 松,20.0,17,0.16031429525954932,0.14336965873995938,0.01694463651958994,1-2-3,1.294769164692561,1.9069930688070942,若 松,,,3.0,0.03,90.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-26-08-若 松,6.9,53,0.13995700421590576,0.12192292588178867,0.01803407833411709,3-1-2,1.3565778623021783,1.7227421950243589,若 松,,,2.0,0.02,90.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-26-09-若 松,83.8,17,0.1276394792411618,0.11286629036918598,0.014773188871975831,1-3-2,1.35983501522013,1.8697180316152382,若 松,,,2.0,0.02,90.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-26-11-若 松,6.9,251,0.14055011943852036,0.13460587590292064,0.005944243535599719,1-2-3,1.3342953289563795,1.2930506553070042,若 松,,,2.0,0.02,90.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-30-01-若 松,28.9,94,0.145836146339461,0.12877109793093675,0.01706504840852424,6-3-2,0.8272093143185719,1.8178228885763648,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-30-02-若 松,76.6,228,0.14224246023156095,0.10631533227544143,0.03592712795611952,1-4-2,1.318522540950101,2.0753540271087663,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-30-03-若 松,19.2,140,0.13262506975877517,0.1214368925491507,0.011188177209624464,2-6-3,1.1808803847614031,1.4626541258279488,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-30-04-若 松,65.9,17,0.12070319881606198,0.11793796742797936,0.0027652313880826146,1-4-3,1.2308140046472413,1.271722110485355,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-30-07-若 松,41.3,175,0.12059405131129389,0.10947534442324885,0.011118706888045032,1-3-2,1.2487836143371491,1.6430363332399462,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-30-09-若 松,36.6,334,0.17248307848031239,0.11500896951527151,0.057474108965040877,4-3-1,1.2174987959891799,1.9008678616127412,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-02-02-02-若 松,60.2,58,0.13080361466791318,0.12777481633384932,0.003028798334063859,5-4-1,1.3215542060506793,1.4320008010300824,若 松,,,2.0,0.02,45.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-02-02-03-若 松,38.9,32,0.1295179723986818,0.07954384301080271,0.04997412938787908,1-3-5,1.2605031989371311,1.2719087118825274,若 松,,,2.0,0.02,45.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-02-02-07-若 松,11.4,21,0.12290949576200297,0.10125328396975196,0.02165621179225101,1-4-2,1.3050155805461676,1.0002183123178165,若 松,,,2.0,0.02,45.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-02-02-09-若 松,6.6,54,0.119402519413694,0.09702348201994906,0.02237903739374493,1-5-3,1.3793050650091763,1.6709564759511275,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-02-02-10-若 松,145.6,673,0.14100986164545873,0.1341771027771032,0.006832758868355521,2-4-1,1.338384009249446,2.022860070388773,若 松,,,2.0,0.02,45.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-02-02-11-若 松,6.2,290,0.15781927737952745,0.11010302988971311,0.04771624748981433,2-1-4,1.2127593951049387,2.088959623234924,若 松,,,2.0,0.02,45.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-02-03-03-若 松,20.8,30,0.1753695983117561,0.10255752537201283,0.07281207293974327,3-2-1,1.2009804758415288,1.5349082723547935,若 松,,,7.0,0.07,315.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-02-04-01-若 松,27.9,24,0.1219353524764751,0.08958911742386966,0.03234623505260545,2-1-3,1.372231732941318,1.0727776431806364,若 松,,,6.0,0.06,315.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-02-04-02-若 松,80.5,221,0.14139751887189325,0.1080543882267744,0.033343130645118846,2-3-4,1.327610931699409,2.03496479538154,若 松,,,6.0,0.06,315.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-02-04-10-若 松,10.7,23,0.11852041661922268,0.08291173636230706,0.03560868025691562,1-3-5,1.3556021499874433,1.0549567848289465,若 松,,,5.0,0.05,315.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-02-06-05-若 松,5.6,35,0.12697615790530178,0.08933470439174775,0.03764145351355404,1-4-2,1.2971342973862232,1.4016690490232746,若 松,,,3.0,0.03,315.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-02-06-07-若 松,55.2,446,0.1183150274011164,0.09983105362874228,0.01848397377237411,1-4-2,1.3663078680222183,1.0814363977440344,若 松,,,3.0,0.03,315.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-02-06-08-若 松,7.5,15,0.12974444598926008,0.11801588359062669,0.011728562398633388,1-2-3,1.1734156288160573,1.233212884683601,若 松,,,3.0,0.03,315.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-02-06-12-若 松,117.7,16,0.11760051737756295,0.09482396763035324,0.022776549747209718,2-1-6,1.1026802682692716,1.2434294125004974,若 松,,,2.0,0.02,315.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-02-09-02-若 松,18.4,40,0.20626882557350057,0.12559380255981836,0.0806750230136822,2-3-6,1.1876526713816669,1.9846672973765453,若 松,,,4.0,0.04,315.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-02-09-10-若 松,43.6,30,0.12454506766723364,0.10321052050875136,0.021334547158482278,2-1-3,1.3633388694127935,1.4647358675409832,若 松,,,5.0,0.05,315.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
