race_key,trifecta_odds,scores,ranks,true_order_prob,true_order_rank
若松_20250519_3,21.4,"[1.5327253341674805, 1.378644347190857, -0.24359004199504852, -0.17632439732551575, -0.5043022036552429, 3.2185792922973633]","[1, 5, 6, 3, 4, 2]",0.0013197283186637736,116
若松_20250519_4,64.5,"[2.2795827388763428, 1.2839831113815308, 0.8722836971282959, 1.0222989320755005, 1.0149013996124268, -0.6997932195663452]","[2, 1, 4, 3, 6, 5]",0.0018945014767605048,116
若松_20250519_5,9.1,"[3.9279561042785645, -0.7422102093696594, 0.41257402300834656, 1.6073646545410156, 0.35147833824157715, -0.8916229605674744]","[1, 4, 3, 2, 5, 6]",0.030593222696737074,7
若松_20250519_6,93.6,"[0.454745888710022, 4.1624369621276855, 1.5735828876495361, 1.047426700592041, -0.09977027028799057, 1.812580943107605]","[5, 1, 2, 4, 6, 3]",0.04292093904971573,2
若松_20250519_7,5.4,"[4.355677127838135, 0.3637322783470154, 1.0099544525146484, 1.785493016242981, 0.6323034167289734, -0.5824065804481506]","[1, 6, 3, 2, 4, 5]",0.022930861868675288,10
若松_20250519_8,26.5,"[2.7922301292419434, 1.396348476409912, 1.3502455949783325, -0.49583694338798523, 2.635380506515503, -0.8316284418106079]","[1, 4, 3, 5, 2, 6]",0.05069550429557014,2
若松_20250519_9,28.0,"[2.8177075386047363, 3.323603630065918, 0.3325519561767578, 0.8138673901557922, 0.9418232440948486, 0.794277012348175]","[1, 6, 5, 2, 3, 4]",5.029452436953677e-06,555
若松_20250520_1,5.5,"[1.5630673170089722, 3.170133113861084, 0.22639384865760803, -0.8030506372451782, -0.2975151836872101, -0.7054694890975952]","[1, 2, 3, 5, 4, 6]",0.012062538907767019,24
若松_20250520_10,107.1,"[1.5621271133422852, 0.7888556718826294, 0.6527958512306213, 1.112351894378662, 2.129730224609375, -0.6414219737052917]","[5, 1, 3, 4, 2, 6]",0.002923212772220147,90
若松_20250520_11,53.2,"[3.8302958011627197, 2.190110921859741, 3.455876350402832, 1.4723795652389526, 2.5638792514801025, 0.13764354586601257]","[1, 5, 2, 6, 4, 3]",0.0032619895679294967,68
若松_20250520_12,8.1,"[4.429844379425049, 2.0527260303497314, 1.6368783712387085, 0.8639984726905823, 1.1770341396331787, -0.740005612373352]","[1, 5, 2, 3, 4, 6]",0.009996801073250032,27
若松_20250520_2,29.8,"[3.279780387878418, 0.0443161278963089, 0.9757276773452759, 4.349931240081787, 3.331298589706421, -0.6103642582893372]","[5, 4, 3, 1, 2, 6]",0.0008475487742327671,84
若松_20250520_3,13.4,"[3.779118299484253, 1.0994418859481812, 1.5156733989715576, -0.16850824654102325, 0.4296340048313141, -0.4887083172798157]","[1, 2, 5, 3, 4, 6]",0.005187039834258134,47
若松_20250520_4,6.7,"[3.4650251865386963, -0.46900472044944763, 1.9703214168548584, 0.25692978501319885, -0.2854864001274109, -0.5644450187683105]","[1, 4, 2, 3, 5, 6]",0.03797159575503742,3
若松_20250520_5,29.8,"[4.645419120788574, 0.2874907851219177, 0.08710320293903351, 0.69069904088974, 1.2443503141403198, -0.3417894244194031]","[1, 2, 6, 4, 3, 5]",0.014171124628395869,21
若松_20250520_6,44.2,"[3.7613823413848877, 0.5331859588623047, 1.392281174659729, 0.7118610739707947, -0.2821042239665985, -0.12458916008472443]","[2, 4, 1, 3, 5, 6]",0.006075012397150271,45
若松_20250520_7,10.6,"[3.3216896057128906, -0.5528518557548523, 0.14378905296325684, -0.24037489295005798, 2.5597598552703857, -0.5851694941520691]","[1, 5, 3, 4, 2, 6]",0.04006551564137704,1
若松_20250520_8,267.2,"[1.9780021905899048, 3.2490293979644775, 0.9529796838760376, 1.20358407497406, 0.10815855860710144, -0.6363480687141418]","[4, 1, 3, 2, 6, 5]",0.008488752241468524,29
若松_20250520_9,104.9,"[2.070371389389038, 1.749822735786438, 0.024686506018042564, 0.4351123869419098, 0.45490655303001404, 1.8851370811462402]","[2, 1, 4, 5, 6, 3]",0.007519523933087863,36
若松_20250523_1,15.5,"[1.4742939472198486, 1.1448633670806885, 0.5413490533828735, -0.8180754780769348, 0.3561229109764099, -0.32631009817123413]","[1, 3, 2, 6, 4, 5]",0.015975509090869415,5
若松_20250523_10,108.3,"[2.3330812454223633, -0.6334021091461182, 0.6969070434570312, 2.6680915355682373, 0.2175106257200241, 1.5988962650299072]","[5, 4, 2, 1, 6, 3]",0.0005173692540034743,204
若松_20250523_11,100.7,"[3.1352057456970215, 1.3328396081924438, 0.9526887536048889, -0.10826364159584045, 1.6325945854187012, 3.2009034156799316]","[3, 6, 2, 5, 4, 1]",0.0021005961152599354,100
若松_20250523_12,12.0,"[3.192218542098999, 1.0336527824401855, 0.6846675872802734, 0.13407963514328003, 1.1895686388015747, -0.5063158273696899]","[1, 3, 2, 5, 4, 6]",0.022036480953634415,8
若松_20250523_2,14.3,"[2.8411319255828857, 0.8319925665855408, 0.83261638879776, 0.49273160099983215, 0.06997381150722504, -0.800822913646698]","[1, 4, 3, 2, 5, 6]",0.02315571590926224,5
若松_20250523_3,13.1,"[0.9516561031341553, 1.501827359199524, -0.010011057369410992, -0.7479233145713806, 0.9457874894142151, 1.0842996835708618]","[1, 2, 4, 5, 6, 3]",0.0011577193069646204,189
若松_20250523_4,43.8,"[4.252678871154785, 0.48138144612312317, 0.5590314269065857, -0.6669691801071167, 1.153114676475525, -0.004507248289883137]","[1, 6, 2, 5, 4, 3]",0.0044409601743725016,60
若松_20250523_5,114.2,"[3.8969757556915283, 0.580628514289856, -0.45402991771698, 1.3560611009597778, 0.33067038655281067, -1.1235158443450928]","[2, 1, 4, 5, 3, 6]",0.0007487006644499197,122
若松_20250523_6,164.8,"[3.6034927368164062, 0.7056397795677185, -0.2540888786315918, 1.4756263494491577, -0.41799116134643555, 3.8538029193878174]","[3, 6, 5, 2, 4, 1]",0.0024314805843693556,62
若松_20250523_7,4.6,"[2.6720595359802246, 1.9969868659973145, 0.19914878904819489, -0.9944313764572144, -0.9414463639259338, -0.036802876740694046]","[1, 2, 4, 3, 6, 5]",0.0176899906979601,14
若松_20250523_8,6.2,"[2.986210346221924, 2.966566324234009, 0.6646243929862976, 0.17807362973690033, -0.7064908742904663, -0.7000833749771118]","[1, 2, 3, 5, 6, 4]",0.028532479764697284,9
若松_20250523_9,15.4,"[2.995903253555298, -0.8758816719055176, 2.266540765762329, 0.17171433568000793, 0.22882716357707977, -0.903719961643219]","[1, 6, 2, 4, 3, 5]",0.05092349855828085,2
若松_20250524_1,24.7,"[1.1210113763809204, 0.4151962697505951, -0.5879082679748535, -0.29674044251441956, 1.4026260375976562, -0.1523222029209137]","[1, 2, 3, 4, 6, 5]",0.00011342849221628697,537
若松_20250524_10,318.7,"[2.4581925868988037, -0.16972994804382324, 1.1505482196807861, 0.5870991349220276, -0.04538365453481674, -0.3333141505718231]","[3, 4, 1, 5, 6, 2]",0.0008650090167195096,212
若松_20250524_11,55.6,"[2.8832099437713623, -1.111714482307434, 3.0647757053375244, -1.1911678314208984, -0.05543202906847, -0.4670092761516571]","[2, 5, 1, 4, 6, 3]",0.006485347110418718,36
若松_20250524_12,159.2,"[2.715322732925415, 1.711121916770935, -0.07174768298864365, 2.336007595062256, 3.2102367877960205, -0.20892739295959473]","[4, 5, 6, 2, 1, 3]",0.0029587264921498995,72
若松_20250524_2,579.9,"[-0.18642738461494446, 0.11440932005643845, 0.26540711522102356, 0.9618526101112366, 0.8486100435256958, -1.3852179050445557]","[3, 5, 2, 1, 4, 6]",0.0065054201264468986,38
若松_20250524_3,14.2,"[3.6400949954986572, -0.8060461282730103, -0.03899992257356644, 0.6545538902282715, -1.0263686180114746, -0.4237186014652252]","[1, 3, 2, 6, 5, 4]",0.0009172947761705861,134
若松_20250524_4,12.6,"[1.2064056396484375, -0.8449437618255615, 0.06432876735925674, -1.9376401901245117, -0.05723769590258598, -0.8827444314956665]","[1, 4, 3, 6, 2, 5]",0.02782398273641818,3
若松_20250524_5,385.6,"[2.235273838043213, 1.4059406518936157, -0.01612379215657711, -0.9440515637397766, 0.8719227313995361, -1.6700613498687744]","[2, 4, 1, 5, 3, 6]",0.006466133589783326,41
若松_20250524_6,191.0,"[2.984971046447754, 0.49538087844848633, -0.3633086383342743, -0.638966977596283, -1.2042721509933472, 1.436641812324524]","[3, 4, 1, 6, 5, 2]",0.0008716102935917322,137
若松_20250524_7,8.6,"[3.584585189819336, -1.107413411140442, 0.3498893082141876, -1.0627273321151733, 1.4291354417800903, -0.6887698769569397]","[1, 6, 5, 4, 2, 3]",0.013426075280011569,21
若松_20250524_8,28.6,"[1.2732644081115723, 3.751811981201172, 0.4792179763317108, -0.3361785113811493, -0.677778959274292, 1.4336259365081787]","[2, 1, 5, 4, 6, 3]",0.03083120280664698,7
若松_20250524_9,10.3,"[3.1594011783599854, 0.9763779640197754, -1.1355615854263306, -1.312205195426941, -0.08209307491779327, 0.2623140215873718]","[1, 2, 5, 6, 4, 3]",0.06042322888119397,1
若松_20250525_1,17.5,"[0.4285324215888977, -1.3932585716247559, -2.1368980407714844, -1.9710427522659302, -2.325631618499756, -2.4227309226989746]","[2, 1, 3, 6, 5, 4]",0.0025817908315132867,124
若松_20250525_10,174.1,"[1.7644305229187012, -0.2884216904640198, -0.8679124116897583, -0.05542603135108948, 0.14309434592723846, -0.15498824417591095]","[3, 4, 5, 6, 1, 2]",0.0008998158609706393,267
若松_20250525_11,87.6,"[1.8490487337112427, 3.015062093734741, -0.8719614744186401, -1.8445160388946533, -0.6834215521812439, -1.147141456604004]","[2, 1, 6, 5, 4, 3]",0.017274308637700162,15
若松_20250525_12,6.4,"[1.3541297912597656, -1.4568275213241577, -1.1528810262680054, -2.048879623413086, -1.3055094480514526, -2.1104631423950195]","[1, 5, 2, 3, 6, 4]",0.0035412785426985195,84
若松_20250525_2,157.4,"[2.079866409301758, 0.6378999948501587, -0.548877477645874, 3.3492913246154785, -0.41812121868133545, -1.507704257965088]","[6, 2, 4, 1, 3, 5]",1.4649502567021417e-05,310
若松_20250525_3,58.7,"[2.9969828128814697, 0.3360988199710846, -1.3232221603393555, -0.11848630011081696, 1.4014359712600708, -1.4999960660934448]","[1, 3, 4, 5, 2, 6]",0.03446178734613407,6
若松_20250525_4,20.6,"[1.949036955833435, -0.6969413757324219, 0.5465455055236816, -1.1798745393753052, 1.3033456802368164, 0.7202244400978088]","[2, 5, 1, 6, 3, 4]",0.014621782415371293,17
若松_20250525_5,8.3,"[2.4606375694274902, 1.0541503429412842, 0.46616464853286743, 0.22314271330833435, -1.0183688402175903, -1.270298957824707]","[1, 2, 3, 4, 5, 6]",0.04975171745556413,1
若松_20250525_6,101.3,"[2.1771552562713623, 0.5017713308334351, -0.077426478266716, 0.19254833459854126, 1.3733381032943726, 0.27316927909851074]","[2, 5, 6, 3, 1, 4]",0.007195111749488474,29
若松_20250525_7,8.4,"[2.4478185176849365, 0.041676413267850876, 1.8887373208999634, -0.9981594681739807, -0.6633027791976929, 0.3480939567089081]","[1, 6, 2, 5, 4, 3]",0.010564038485788308,26
若松_20250525_8,6.0,"[1.5759857892990112, 0.18536104261875153, -0.5395632386207581, -1.0144542455673218, -0.7280715703964233, -1.6086453199386597]","[1, 2, 3, 4, 5, 6]",0.02352042202150207,3
若松_20250525_9,24.1,"[2.5325021743774414, -0.4899529814720154, -0.6049361228942871, -0.24137519299983978, -0.30782729387283325, -0.9231725335121155]","[1, 4, 6, 2, 5, 3]",0.00660301821554839,46
若松_20250526_1,25.3,"[3.4590938091278076, -0.8032076954841614, 0.371776819229126, -1.3259005546569824, -0.3084665834903717, -1.2240331172943115]","[1, 5, 2, 6, 3, 4]",0.03189528449280273,3
若松_20250526_10,80.8,"[2.8595590591430664, 0.743577241897583, 0.40262308716773987, -0.5739403963088989, 1.9821232557296753, 1.1945083141326904]","[1, 6, 4, 3, 2, 5]",0.002671892349165165,88
若松_20250526_11,63.4,"[3.722517490386963, 0.882748007774353, 1.331766128540039, -1.2562650442123413, 1.9509631395339966, -1.1468490362167358]","[3, 2, 1, 5, 4, 6]",0.0011853873753955174,82
若松_20250526_12,27.6,"[3.160093069076538, 1.062309980392456, 0.6154962778091431, -0.44321081042289734, -0.7962486743927002, 2.3119778633117676]","[1, 6, 3, 5, 4, 2]",0.002463382448729457,74
若松_20250526_2,13.8,"[2.7876737117767334, 0.6953117847442627, -1.2874723672866821, -0.9211211800575256, -1.1413218975067139, 0.37910252809524536]","[1, 3, 4, 5, 6, 2]",0.02649345351231272,9
若松_20250526_3,137.4,"[1.3443502187728882, 0.7379752397537231, 0.028745420277118683, -1.1221283674240112, -0.3843332529067993, -0.34294745326042175]","[2, 1, 4, 5, 6, 3]",0.005942862707767196,41
若松_20250526_4,51.9,"[2.724360227584839, 0.40880534052848816, 0.30187875032424927, 1.884112000465393, 1.050701379776001, -1.266936182975769]","[2, 6, 5, 1, 3, 4]",0.0034361484096639494,62
若松_20250526_5,12.4,"[2.1783204078674316, 2.470349073410034, 1.0755791664123535, -0.44017812609672546, -0.7859141230583191, -1.0844311714172363]","[2, 1, 4, 3, 5, 6]",0.021047000844893835,11
若松_20250526_6,127.8,"[0.9825230836868286, -0.08084022253751755, -3.9639129638671875, 0.5579467415809631, -0.1499517560005188, -1.4710569381713867]","[2, 3, 6, 1, 4, 5]",0.05004805355348505,3
若松_20250526_7,6.0,"[4.32275915145874, 1.165034532546997, -0.4473927617073059, -1.0402261018753052, -0.6222971677780151, 2.9236886501312256]","[1, 3, 5, 4, 6, 2]",0.051762690490613744,4
若松_20250526_8,7.0,"[3.5346577167510986, -0.4403896927833557, 0.13502664864063263, 1.1769648790359497, -0.34620749950408936, -1.1606453657150269]","[1, 4, 2, 3, 5, 6]",0.02847196206707975,6
若松_20250526_9,33.5,"[3.160907030105591, 0.18887265026569366, 0.021424805745482445, 0.13917776942253113, 0.169703871011734, -0.949388861656189]","[1, 5, 6, 2, 3, 4]",0.004792454205291106,54
若松_20250608_1,10.9,"[2.6944518089294434, 0.5349312424659729, 1.56899893283844, -0.499301016330719, 0.8147767186164856, -0.4563826620578766]","[1, 2, 3, 5, 6, 4]",0.002257493086441746,99
若松_20250608_10,37.1,"[0.8920336961746216, 3.224776268005371, 1.280509352684021, 0.00285971793346107, -0.5658625960350037, 1.4564008712768555]","[1, 2, 6, 5, 4, 3]",0.0005197411359915015,211
若松_20250608_11,48.9,"[3.3019254207611084, 1.4638090133666992, 1.3912698030471802, 0.6346263885498047, 2.2962570190429688, 2.0020079612731934]","[2, 1, 6, 4, 5, 3]",0.0011488579195000409,203
若松_20250608_12,10.6,"[2.8191137313842773, 2.1126365661621094, 1.6039855480194092, 0.29981061816215515, -0.1948782205581665, 2.1456096172332764]","[1, 3, 2, 5, 6, 4]",0.018424735600363784,10
若松_20250608_2,114.5,"[1.8450992107391357, 1.6228866577148438, -0.6283320188522339, 0.5012347102165222, -0.5044794678688049, 2.0414199829101562]","[1, 6, 4, 2, 5, 3]",0.00015554020925137075,338
若松_20250608_3,37.7,"[-0.8214556574821472, -1.096520185470581, 0.7862253189086914, 1.2508742809295654, -0.5120186805725098, 1.7090767621994019]","[4, 6, 2, 5, 3, 1]",0.0015804560142373958,127
若松_20250608_4,40.2,"[2.9815735816955566, -0.02693704329431057, 0.14242000877857208, -0.20847788453102112, 3.2225558757781982, -0.28382280468940735]","[1, 3, 4, 6, 2, 5]",0.019080447013983665,14
若松_20250608_5,11.3,"[2.4732301235198975, 2.116492509841919, 0.07599914073944092, 1.4327638149261475, -0.327460914850235, 1.9944387674331665]","[1, 5, 4, 2, 6, 3]",0.002837135580225568,78
若松_20250608_6,205.6,"[2.593453884124756, 3.291779041290283, 0.336825966835022, 0.20967090129852295, 2.47805118560791, -1.0818336009979248]","[4, 2, 5, 1, 3, 6]",0.0035022560040680576,52
若松_20250608_7,19.1,"[4.520406246185303, -0.5751328468322754, 1.5813374519348145, -0.8240073323249817, 2.6259634494781494, -0.10265651345252991]","[1, 4, 3, 6, 2, 5]",0.07837753599718854,3
若松_20250608_8,18.8,"[2.5572328567504883, 1.3592846393585205, 0.261868417263031, 0.6250516176223755, -0.6742743849754333, -0.37802818417549133]","[1, 5, 2, 3, 6, 4]",0.003069348597172104,85
若松_20250608_9,116.7,"[4.193365573883057, 1.948428988456726, 1.0038386583328247, -0.5120202898979187, 0.7294712066650391, 0.60968017578125]","[1, 3, 6, 5, 4, 2]",0.004147525292896253,62
若松_20250613_1,20.6,"[1.8682971000671387, 0.5351502299308777, -0.5399729013442993, -0.6755668520927429, 0.6495989561080933, -0.32181304693222046]","[1, 2, 4, 5, 3, 6]",0.011589810775717743,11
若松_20250613_10,7.8,"[2.109358787536621, 1.7902498245239258, 0.774803876876831, 0.8353466987609863, 0.212305948138237, 0.8058648705482483]","[1, 2, 5, 6, 4, 3]",0.004718252181521231,49
若松_20250613_11,20.2,"[3.551669120788574, 1.1208713054656982, 1.2032079696655273, 0.8087692260742188, -0.2642349302768707, 0.1652919054031372]","[1, 4, 2, 3, 5, 6]",0.017988521014238857,11
若松_20250613_12,16.0,"[3.8547589778900146, 1.4584953784942627, 0.7309616804122925, 0.7858989238739014, 2.2717814445495605, 1.631441354751587]","[1, 6, 2, 4, 3, 5]",0.002777934899181298,101
若松_20250613_2,141.8,"[1.2673439979553223, 1.686896800994873, -0.11828626692295074, 1.4816946983337402, -0.5082811117172241, 3.4009053707122803]","[4, 2, 6, 3, 5, 1]",0.03226889268406058,5
若松_20250613_3,277.7,"[2.1602213382720947, 3.227086305618286, 1.1867468357086182, -0.11065313220024109, 0.8548957705497742, -0.7540648579597473]","[3, 2, 4, 6, 1, 5]",0.005960993232720044,43
若松_20250613_4,26.7,"[3.8930513858795166, 1.63357675075531, 1.373715877532959, -0.8908134698867798, 0.3048226237297058, -0.6779786348342896]","[2, 1, 3, 5, 6, 4]",0.0024754656349626225,65
若松_20250613_5,27.1,"[3.751150131225586, 1.3624107837677002, -0.7711156606674194, 0.0963757336139679, -0.6079633235931396, 1.9987329244613647]","[1, 2, 5, 4, 6, 3]",0.04139272726468813,5
若松_20250613_6,14.1,"[1.5059454441070557, 0.8599708676338196, 1.2902852296829224, -0.7508837580680847, 1.310765027999878, 0.14025942981243134]","[1, 6, 2, 4, 5, 3]",0.0006015091346568357,266
若松_20250613_7,46.2,"[-0.8033079504966736, 4.1932525634765625, -0.4994887113571167, 1.1646764278411865, 0.6095044016838074, 0.6112111210823059]","[5, 1, 4, 3, 6, 2]",0.004469266738660346,51
若松_20250613_8,16.4,"[3.8330464363098145, 1.324846625328064, 1.2919474840164185, 0.4215027987957001, 0.028777560219168663, 2.0275611877441406]","[1, 2, 4, 6, 5, 3]",0.020268231644272418,9
若松_20250613_9,11.3,"[3.18182373046875, 1.179596185684204, 1.441202163696289, 2.9816436767578125, -0.5135108828544617, 0.6201890707015991]","[1, 4, 2, 3, 6, 5]",0.02134249189895169,10
若松_20250617_1,71.0,"[2.686174154281616, -1.569348692893982, -1.1027746200561523, -0.2814556360244751, -0.7185473442077637, -0.5483314394950867]","[1, 5, 3, 6, 4, 2]",0.002854923311427476,92
若松_20250617_10,15.1,"[3.5117099285125732, 1.2534035444259644, 1.4669406414031982, 1.399301290512085, -0.20279818773269653, -0.2745067775249481]","[1, 3, 2, 6, 4, 5]",0.002017708285019732,96
若松_20250617_11,19.4,"[2.4853055477142334, 1.6172856092453003, 1.248420238494873, 1.5868861675262451, 0.9156457185745239, -0.5056220889091492]","[2, 1, 3, 4, 5, 6]",0.01352242893017027,11
若松_20250617_12,14.8,"[3.1607048511505127, 2.9072608947753906, 1.5339856147766113, 2.1506145000457764, 3.6839702129364014, 0.9710646867752075]","[1, 2, 4, 5, 3, 6]",0.009559978602222808,24
若松_20250617_2,32.8,"[1.4062381982803345, -0.6652995347976685, 0.15388640761375427, -1.1276123523712158, -0.7065895795822144, 3.1062865257263184]","[1, 3, 6, 4, 5, 2]",0.0012678053503317988,109
若松_20250617_3,20.5,"[2.1661741733551025, 1.610234022140503, 2.748063802719116, 2.251375675201416, -0.19780926406383514, 0.3654135763645172]","[1, 5, 2, 3, 6, 4]",0.009882946841537215,29
若松_20250617_4,34.8,"[4.229227542877197, 2.442517042160034, 1.8474161624908447, 0.37678006291389465, 0.09288681298494339, 1.6532002687454224]","[1, 2, 6, 5, 4, 3]",0.002786080788206213,74
若松_20250617_5,17.5,"[4.130588531494141, 3.288222312927246, 0.27546679973602295, 1.0801281929016113, 0.18061794340610504, -0.1328871250152588]","[2, 1, 6, 3, 5, 4]",0.014582282702712104,22
若松_20250617_6,13.0,"[3.1734554767608643, 2.0012452602386475, 0.7988539338111877, 1.2336736917495728, 0.8453183770179749, 1.227336049079895]","[1, 2, 5, 3, 4, 6]",0.007655756515233138,23
若松_20250617_7,64.0,"[2.0322470664978027, 2.577929735183716, -1.0782885551452637, -0.4879443347454071, -0.07558818906545639, 1.509426474571228]","[1, 2, 5, 6, 3, 4]",0.008043534229318848,36
若松_20250617_8,37.1,"[3.7395057678222656, 1.78098464012146, -0.40745478868484497, 1.56898033618927, 0.5512388944625854, -0.7954410314559937]","[2, 3, 4, 1, 6, 5]",0.0023207914869602785,74
若松_20250617_9,77.0,"[2.660159111022949, -1.077033281326294, -1.0674651861190796, 0.29997897148132324, 4.444994926452637, -0.8947861790657043]","[2, 6, 4, 3, 1, 5]",0.06767007059919544,3
若松_20250619_1,93.3,"[1.4705666303634644, 0.252476304769516, -2.0774970054626465, -2.170536994934082, 0.22066183388233185, 0.08737010508775711]","[2, 3, 6, 5, 1, 4]",0.01821692741881214,17
若松_20250619_10,95.5,"[3.5753252506256104, 1.147250771522522, 0.12613295018672943, -0.8438257575035095, 1.6323952674865723, 0.12927551567554474]","[2, 1, 6, 4, 3, 5]",0.002886696088441493,75
若松_20250619_11,13.5,"[2.7658488750457764, 0.3744507431983948, 0.8150759935379028, -1.7681878805160522, 0.1693662852048874, -0.463655948638916]","[1, 2, 3, 5, 4, 6]",0.01274350152519173,21
若松_20250619_12,8.1,"[2.305001735687256, 1.7101728916168213, 1.0095933675765991, -0.7189427018165588, -0.6990339756011963, -0.8688814043998718]","[1, 3, 2, 5, 6, 4]",0.017019214199261536,18
若松_20250619_2,97.2,"[-0.8549529910087585, 1.7808008193969727, 1.2235300540924072, -0.7691153287887573, 0.2268897294998169, 1.579499363899231]","[6, 1, 3, 5, 4, 2]",0.03175791409866733,1
若松_20250619_3,41.2,"[2.7947068214416504, 3.155374765396118, 0.4523248076438904, 1.658369779586792, 2.726142168045044, -0.4146462678909302]","[6, 2, 4, 3, 1, 5]",8.751045593102211e-05,319
若松_20250619_4,8.3,"[1.2116464376449585, 2.046868085861206, -0.5684226155281067, -0.3984636068344116, 0.1784723550081253, -0.6050773859024048]","[1, 2, 6, 3, 4, 5]",0.009869169054471043,26
若松_20250619_5,34.3,"[2.7400336265563965, 0.5970099568367004, 0.8393777012825012, 0.3690073490142822, 0.8533636331558228, -0.0531945638358593]","[1, 4, 2, 6, 5, 3]",0.0048040702064886245,56
若松_20250619_6,28.7,"[-0.6271475553512573, 0.38866013288497925, 0.046194277703762054, -0.9210101366043091, 0.6317490935325623, 0.6712704300880432]","[5, 1, 3, 6, 4, 2]",0.007070890148663214,23
若松_20250619_7,17.4,"[-0.6872397661209106, 1.179688811302185, 1.9383949041366577, -1.506348729133606, -1.0896652936935425, 2.3150925636291504]","[3, 1, 5, 4, 6, 2]",0.00015029847613601738,211
若松_20250619_8,8.5,"[0.319932758808136, 1.5686661005020142, 2.245800495147705, -1.2838571071624756, -0.28944483399391174, -1.129541039466858]","[1, 3, 2, 5, 4, 6]",0.00982692085097647,28
